"","Player","Games.Played","Minutes","Points.Per.Game","Rebounds.Per.Game","Assists.Per.Game","Steals.Per.Game","Blocks.Per.Game","Turnovers.Per.Game","Field.Goal.Percent","Free.Throw.Percent","Three.Point.FieldGoal.Percent","Year","Team","City","Conference"
"3187","Taylor Walker",1,4,4,1,0,0,0,2,1,1,0,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3188","Godwin Okonji",33,20.2,3.7,4.6,0.3,0.8,0.9,0.9,0.479,0.589,0,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3189","Quincy Lawson",20,12.5,3.4,2.2,0.5,0.6,0.4,0.6,0.588,0.5,0,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3190","Edgar Garibay",12,14.2,2.8,3.6,0.7,0.3,0.4,1.2,0.533,0.667,0,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3191","Alex Osborne",32,12.2,2.6,3,0.3,0.8,0.3,0.6,0.456,0.537,0,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3192","Tim Diederichs",13,6,2.4,0.6,0.2,0.1,0.2,0.5,0.55,0.563,0,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3193","Bruce English",19,6.9,1.5,0.9,0.6,0.3,0.1,0.5,0.32,0.611,0.1,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3194","Kelsey Chine",5,3.6,1,0.4,0.2,0,0,0.4,0.4,0,0.333,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3195","Daniel Latimer",4,2.5,0,0.5,0.3,0,0,0,0,0,0,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3198","Drew Viney",27,33.7,17.2,6.6,1.8,0.8,1,2.9,0.479,0.767,0.376,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3199","Vernon Teel",30,30.4,12.8,5.7,3.8,1.7,0.5,3.5,0.417,0.737,0.128,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3200","Anthony Ireland",32,31,10.6,3.7,3,1,0.2,1.8,0.394,0.71,0.345,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3201","Jarred DuBois",6,29.2,10.2,3.5,2.2,1.5,0.2,2.2,0.356,0.875,0.238,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3202","Ashley Hamilton",25,24.6,9.1,5.7,0.9,0.6,0.5,2.9,0.494,0.724,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3203","Larry Davis",26,22.6,8.4,2.2,1.4,0.8,0.1,0.9,0.38,0.674,0.378,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3204","Ayodeji Egbeyemi",28,21.9,5.5,3.1,1.1,0.6,0.1,0.9,0.42,0.591,0.321,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3205","Godwin Okonji",31,22.9,4.9,5.4,0.9,0.7,1.2,1,0.573,0.425,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3206","Alex Osborne",1,12,4,3,0,0,0,1,1,0.5,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3207","Edgar Garibay",18,15,3.8,2.8,0.7,0.6,0.6,0.9,0.375,0.743,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3208","LaRon Armstead",24,11.8,3.7,1.3,0.5,0.1,0.2,0.5,0.367,0.857,0.351,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3209","Tim Diederichs",30,10.5,2.7,1.7,0.5,0.2,0.1,0.4,0.446,0.512,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3210","Quincy Lawson",15,6.7,1.5,1.7,0.1,0.5,0.3,0.2,0.391,0.4,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3211","Kelsey Chine",4,1.3,0.3,0.3,0.3,0,0,0,0,0.5,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3212","Griffin Reilly",10,2.4,0.2,0.1,0.3,0.2,0,0,0.1,0,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3213","Daniel Latimer",3,1,0,0,0,0,0,0,0,0,0,"2010-2011","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3216","Drew Viney",32,34.5,16.7,7,1.9,1.2,1.2,2,0.444,0.819,0.426,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3217","Vernon Teel",34,35.1,15.4,5.3,5.6,1.8,0.6,3.5,0.489,0.678,0.4,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3218","Jarred DuBois",30,32.1,12.3,3,2.5,1.5,0.1,1.7,0.389,0.816,0.404,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3219","Kevin Young",34,30,10.7,5.3,1.1,1.1,0.9,1.4,0.527,0.622,0.31,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3220","Larry Davis",21,23.3,8.6,3.2,1.9,0.9,0.2,2.1,0.377,0.725,0.273,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3221","Ashley Hamilton",26,21.1,8.6,4.5,0.6,0.3,1,1.4,0.534,0.739,0,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3222","Edgar Garibay",7,23.9,7.4,6.1,0.6,0.6,1.1,1.1,0.426,0.667,0,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3223","Given Kalipinde",24,12.6,4.1,1.8,0.9,0.5,0,0.7,0.4,0.485,0.333,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3224","LaRon Armstead",22,12.7,3.8,1.1,0.4,0.4,0.1,0.8,0.439,0.885,0.385,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3225","Alex Osborne",26,11.3,2.6,2.4,0.3,0.3,0.2,0.6,0.583,0.344,0,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3226","Tim Diederichs",28,12.1,2.5,1.8,0.4,0.3,0,0.4,0.484,0.458,0,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3227","Kelsey Chine",9,3.6,1.2,0.3,0,0.2,0.1,0.1,0.364,0,0.5,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3228","Brad Sweezy",18,6.1,0.1,0.7,0.1,0.2,0.1,0.3,0.167,0,0,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3229","Griffin Reilly",1,1,0,0,0,0,0,1,0,0,0,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3230","Quincy Lawson",2,3,0,1,0,0,0,0,0,0,0,"2009-2010","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3233","Vernon Teel",16,28.6,14.6,5.3,3,1.6,0.1,3.9,0.362,0.605,0.182,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3234","Jarred DuBois",31,34.5,13.5,3,2.7,1.1,0,3,0.331,0.843,0.348,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3235","Kevin Young",31,32,9.1,7.2,0.5,1.6,1.1,2.6,0.382,0.545,0.218,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3236","LaRon Armstead",31,29.3,8.1,5.1,1.2,0.8,0.3,2.3,0.393,0.739,0.167,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3237","Corey Counts",31,30,7.4,2.1,1.8,0.7,0,1.2,0.365,0.816,0.344,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3238","Ashley Hamilton",6,25.7,7.2,4.7,1.3,0.5,0,3.2,0.333,0.8,0.2,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3239","Marko Deric",31,21.6,3.8,3,0.5,0.4,0.1,0.9,0.281,0.636,0.163,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3240","Brad Sweezy",31,21.1,2.8,3.8,0.6,0.5,0.2,1.5,0.42,0.463,0,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3241","Tim Diederichs",3,14.7,2.3,1.3,0.7,0,0,1.7,0.333,0.333,0,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3242","Chris Kanne",27,9.7,2.1,0.9,0.6,0.1,0,0.4,0.271,0.75,0.278,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3243","Griffin Reilly",12,4.6,0.2,0.6,0,0.1,0,0.3,0.125,0,0,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3244","Wes Libuit",2,1.5,0,0,0,0,0,0,0,0,0,"2008-2009","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3247","Orlando Johnson",31,26,12.4,4.9,2.1,0.6,0.4,2.6,0.412,0.642,0.32,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3248","Tim Diederichs",31,26.7,8.2,3.4,1.2,0.5,0.2,1.8,0.53,0.653,0,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3249","Corey Counts",31,24.8,6.1,1.5,2.8,0.5,0.1,2.3,0.396,0.756,0.389,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3250","Jon Ziri",30,18.8,5.8,4.7,1.7,1.8,0.3,2.3,0.356,0.621,0.228,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3251","Marko Deric",31,19.2,5.8,2.8,0.3,0.2,0.4,1.5,0.431,0.656,0.366,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3252","Quentin Turner",29,14.1,4.3,0.9,1.1,0.2,0,1.8,0.367,0.583,0.313,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3253","Mason Maynard",25,8.6,3,1.6,0.2,0.2,0.2,0.6,0.463,0.722,0,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3254","Brandon Walker",28,11.4,2.9,1.6,0.7,0.3,0,0.9,0.309,0.6,0.267,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3255","Terron Sutton",26,11.4,2.2,2.5,0.1,0.3,0.4,1,0.455,0.381,0,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3256","Max Craig",25,10.1,2,1.4,0.2,0.3,0.1,1.1,0.373,0.464,0,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3257","Brad Sweezy",29,10.6,1.2,1.9,0.2,0.2,0.1,0.7,0.298,0.304,0,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3258","Chris Kanne",17,2.3,0.6,0.1,0.1,0.1,0,0.1,0.214,0.6,0.1,"2007-2008","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3261","Brandon Worthy",13,35.5,18.5,4.5,3.7,1.8,0.2,3.2,0.457,0.772,0.388,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3262","Matthew Knight",28,32.6,16.5,7.7,1.1,1.1,0.4,1.4,0.483,0.687,0.2,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3263","Adoyah Miller",31,27.5,11.7,2.8,1.8,0.6,0.3,2.6,0.369,0.709,0.386,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3264","John Montgomery",30,19.4,5.5,1.4,2.4,0.4,0,2,0.396,0.844,0.29,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3265","Jon Ziri",28,17.5,5.3,4.1,1.9,1.1,0.1,1.8,0.358,0.607,0.261,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3266","Derick Grubb",29,17.9,5.1,4.3,0.4,0.2,0.5,1.4,0.373,0.759,0.292,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3267","Damian Martin",31,29.9,5.1,5,3.4,2.1,0.4,2.1,0.371,0.553,0.2,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3268","Marko Deric",30,20.6,5,2.8,0.3,0.2,0,1.4,0.405,0.639,0.375,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3269","Corey Counts",25,12.4,2.6,0.8,1.6,0.4,0,1,0.429,0.6,0.353,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3270","Mason Maynard",24,9.9,2.2,1.6,0.3,0.1,0.2,0.6,0.383,0.467,0,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3271","Max Craig",26,8,1.8,1.2,0,0,0,0.8,0.429,0.667,0,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3272","Chris Kanne",8,2.4,0.4,0.1,0.4,0,0,0.1,0.143,0.25,0,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3273","Brad Sweezy",1,3,0,1,0,0,0,0,0,0,0,"2006-2007","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3276","Matthew Knight",30,31.9,16.2,10,0.8,1.1,0.8,1.4,0.519,0.598,0,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3277","Brandon Worthy",30,33.3,15,3.5,4.3,1.8,0.3,2.7,0.406,0.822,0.362,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3278","Wes Wardrop",30,35.8,13.8,2,3.8,1.1,0.1,2.4,0.393,0.758,0.362,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3279","Chris Ayer",30,24.7,9.4,6.3,0.5,0.4,1.3,1.8,0.493,0.667,0,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3280","Jon Ziri",30,25.3,5.8,4.3,2.4,1.6,0.2,2,0.363,0.405,0.341,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3281","Adoyah Miller",2,21.5,5.5,2.5,3.5,1.5,0,1.5,0.25,0.5,0.25,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3282","Adoyah Miller",4,17.3,4,1.8,2.3,1,0,1.8,0.273,0.5,0.2,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3283","Daryl Pegram",9,14.2,3.6,1.8,1.1,0.3,0.2,1.4,0.286,0.667,0.235,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3284","John Haywood",30,13.9,3.5,3,0.5,0.4,0.2,1.3,0.404,0.581,0,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3285","Dustin Brown",30,12.7,3.5,3.1,0.5,0.4,0.2,0.7,0.379,0.593,0.25,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3286","John Montgomery",30,14.4,3,0.8,2.1,0.6,0,1.7,0.31,0.793,0.264,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3287","Marko Deric",21,5,0.8,0.6,0,0,0.1,0.5,0.273,0.333,0.286,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3288","Corey Counts",3,3.7,0.7,0,0.3,0.3,0,0.7,0.5,0,0,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3289","Vitor Boccardo",5,3.2,0.6,0.4,0,0,0,0.4,0,0.5,0,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3290","Chris Kanne",7,1.3,0.4,0.4,0,0,0,0.4,0.2,0,0.25,"2005-2006","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3293","Matthew Knight",28,28.9,15.4,5.9,0.8,1,0.6,0.6,0.512,0.739,0.25,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3294","Brandon Worthy",19,27.6,11.8,3.9,3.7,2,0.2,2.9,0.51,0.756,0.481,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3295","Charles Brown",28,27,10.4,2.9,3.3,1.5,0.1,2.4,0.382,0.901,0.362,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3296","Wes Wardrop",26,23.5,7.2,0.8,1.8,0.7,0.2,1.2,0.359,0.88,0.294,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3297","Adoyah Miller",6,19.8,6.7,2,1.5,0.5,0.3,1.2,0.316,0.786,0.294,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3298","Daryl Pegram",26,20.2,6.5,4.3,0.5,0.5,0.3,1.7,0.356,0.692,0.288,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3299","Dustin Brown",28,14.5,5.8,3.6,1,0.8,0.6,1.4,0.465,0.8,0.3,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3300","John Haywood",28,17.9,4,3.1,1.1,0.5,0.4,1.2,0.375,0.677,0,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3301","Damian Martin",28,26.4,3.8,3.4,3.1,1.8,0.1,1.5,0.342,0.595,0.25,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3302","Chris Ayer",28,11.1,3.3,2.3,0.3,0.3,0.5,0.9,0.385,0.605,0,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3303","Jon Ziri",25,8.2,2.4,1.2,0.6,0.3,0.1,0.3,0.328,0.375,0.289,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3304","John Montgomery",9,6,1.8,0.8,0.8,0.2,0,1,0.294,0.667,0.444,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3305","Vitor Boccardo",11,5.6,0.6,0.8,0.1,0.2,0.1,0.4,0.375,0,1,"2004-2005","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3308","Sherman Gay",29,31.9,16.1,5.9,1.2,1.2,2,1.8,0.554,0.672,0,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3309","Keith Kincade",29,27.7,12.4,4,1.9,0.8,0,1.4,0.419,0.792,0.333,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3310","Charles Brown",29,29.5,11.5,2.6,3.8,2,0.2,3.7,0.384,0.797,0.31,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3311","Wes Wardrop",23,27.7,7.2,2,2.6,0.7,0.2,1.9,0.301,0.83,0.323,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3312","Chris Ayer",28,19.9,6.1,5.5,0.5,0.3,1,1.6,0.465,0.491,0,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3313","Matthew Knight",18,14.5,4.9,3.5,0.4,0.2,0.2,0.4,0.418,0.759,0,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3314","Damian Martin",29,29.1,4.8,3.4,3,1.5,0.2,2.2,0.441,0.423,0.25,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3315","Dustin Brown",27,11.3,3.7,3.2,0.9,0.4,0.1,1.3,0.5,0.647,0.333,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3316","Jason Dickens",21,12.9,3.4,2.3,0.4,0.2,0.2,0.4,0.529,0.6,0,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3317","John Haywood",11,13.5,2.5,1.7,0.2,0.1,0,0.7,0.393,0.5,0.286,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3318","Antti Kasko",22,5.9,1,1.1,0.1,0.1,0.2,0.4,0.357,0.75,0,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3319","John Montgomery",21,6.9,0.7,0.5,0.7,0.2,0,0.6,0.353,0.5,0.2,"2003-2004","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3322","Charles Brown",31,29.4,11.1,4,4.4,2,0.1,3.8,0.401,0.802,0.294,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3323","Brandon Worthy",31,22.4,11,3.2,2.3,1.4,0.2,1.9,0.457,0.823,0.188,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3324","Andy Osborn",31,21.7,9.9,3.8,1.1,0.5,0.4,1.2,0.435,0.7,0.361,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3325","Keith Kincade",31,23.4,9.2,3.2,1.1,0.4,0.3,1.1,0.467,0.776,0.364,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3326","Sherman Gay",31,23.5,9,4.5,0.5,1,1.9,1.3,0.515,0.46,0,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3327","Wes Wardrop",31,21.9,4.7,1.9,2.5,1.1,0.1,1.9,0.393,0.716,0.333,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3328","Kent Dennis",25,14.8,4.4,0.8,1,0.8,0,1,0.308,0.551,0.25,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3329","Chris Ayer",28,11.6,3.6,2.8,0.2,0.1,1.1,1.1,0.452,0.615,0,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3330","Jason Dickens",27,12.9,3.5,2.5,0.6,0.3,0,0.9,0.407,0.7,0,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3331","Miroslav Neskovic",22,11.4,2.7,1.6,0.6,0.5,0.1,0.9,0.49,0.588,0,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3332","John Haywood",31,12.1,2.6,2.1,0.5,0,0.1,0.9,0.342,0.694,0.4,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3333","Dustin Brown",22,6.3,1.5,1.8,0.1,0.3,0.1,0.6,0.289,0.6,0.375,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3334","Patrick Madigan",3,3.3,0.3,0.3,0,0,0,0,0,0.5,0,"2002-2003","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3337","Greg Lakey",29,26.1,11.1,5.6,1.1,0.4,0.2,1.4,0.506,0.888,0,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3338","Andy Osborn",29,23.3,10.1,5.2,0.9,0.6,0.5,1.3,0.452,0.759,0.308,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3339","Keith Kincade",21,18.9,10,3.9,0.6,0.5,0.1,1.2,0.481,0.784,0.364,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3340","Kent Dennis",29,22.6,9.6,1.7,1,0.7,0.1,1.8,0.364,0.795,0.333,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3341","Robert Davis",28,22.5,7.6,3.6,1.3,0.8,0.1,1.4,0.333,0.675,0.233,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3342","Eurskine Robinson",29,26.7,6,2.5,3.7,1.2,0.1,2.1,0.398,0.877,0.25,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3343","Marcus Smith",29,18.1,4.3,1,1.5,0.5,0.1,1.4,0.381,0.789,0.342,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3344","Charles Brown",29,13.6,3.7,1.4,2.1,0.7,0.2,1.7,0.301,0.857,0.258,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3345","Philipp Czernin",17,9.1,3.6,2.3,1.2,0.5,0.1,0.8,0.622,0.609,0.4,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3346","Sean Mollins",27,17.4,3.4,4.1,1,0.3,0.1,0.9,0.375,0.75,0.174,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3347","Sherman Gay",27,9.3,3.3,2.1,0.3,0.2,0.9,0.8,0.488,0.429,1,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3348","Miroslav Neskovic",23,6,1.7,1.1,0.1,0.2,0,0.5,0.441,0.643,0.5,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3349","Tyler McClenahan",1,1,0,0,0,0,0,0,0,0,0,"2001-2002","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3352","Tyler Haws",36,34.3,21.7,4.6,2,1.3,0.1,2,0.483,0.877,0.381,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3353","Brandon Davies",36,29.3,17.7,8,2.4,1.3,1,2.6,0.522,0.682,0.357,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3354","Matt Carlino",36,28.7,11.5,3.6,4.8,1.8,0.1,2.7,0.408,0.718,0.335,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3355","Brock Zylstra",36,25.8,7.6,4.1,2,0.9,0.1,1,0.424,0.74,0.354,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3356","Josh Sharp",32,18.5,4.4,3.9,0.7,0.4,0.2,0.7,0.567,0.718,0.333,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3357","Craig Cusick",36,19.1,3.8,2.3,2.1,0.8,0,0.8,0.381,0.667,0.403,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3358","Nate Austin",36,17.5,3.6,4.6,0.6,0.6,0.6,0.6,0.477,0.585,0.2,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3359","Anson Winder",31,8.1,2.1,1,0.5,0.4,0.1,0.3,0.38,0.636,0.25,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3360","Cory Calvert",28,7.4,1.9,0.9,0.7,0.2,0,0.6,0.317,0.667,0.179,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3361","Raul Delgado",26,6.6,1.8,0.9,0.5,0.3,0.1,0.3,0.346,0.8,0.258,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3362","Agustin Ambrosino",32,6,1.8,1.3,0.3,0.1,0.1,0.4,0.385,0.5,0.324,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3363","Bronson Kaufusi",20,6.4,1.1,1.7,0.1,0.3,0.2,0.2,0.6,0.273,0,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3364","Ian Harward",23,3.9,1,1,0,0.1,0.1,0.4,0.333,0.667,0,"2012-2013","Brigham Young Cougars","Provo, UT","West Coast"
"3367","Noah Hartsock",34,30.9,16.8,5,1.5,0.9,1.6,1.6,0.565,0.842,0.343,"2011-2012","Brigham Young Cougars","Provo, UT","West Coast"
"3368","Brandon Davies",35,28.6,15.2,7.7,2.1,1.5,1.3,2.9,0.516,0.662,0.333,"2011-2012","Brigham Young Cougars","Provo, UT","West Coast"
"3369","Matt Carlino",25,27.7,12.2,3,4.6,1.4,0.3,3,0.401,0.759,0.331,"2011-2012","Brigham Young Cougars","Provo, UT","West Coast"
"3370","Charles Abouo",35,26.8,11,6.2,2.6,1.1,0.3,1.7,0.441,0.739,0.372,"2011-2012","Brigham Young Cougars","Provo, UT","West Coast"
"3371","Brock Zylstra",34,28.2,8.3,4.3,1.9,1.2,0.2,1.4,0.455,0.644,0.376,"2011-2012","Brigham Young Cougars","Provo, UT","West Coast"
"3372","Stephen Rogers",18,13.6,6,1.7,1.3,0.5,0.3,0.8,0.466,0.667,0.348,"2011-2012","Brigham Young Cougars","Provo, UT","West Coast"
