"","Player","Games.Played","Minutes","Points.Per.Game","Rebounds.Per.Game","Assists.Per.Game","Steals.Per.Game","Blocks.Per.Game","Turnovers.Per.Game","Field.Goal.Percent","Free.Throw.Percent","Three.Point.FieldGoal.Percent","Year","Team","City","Conference"
"2991","Andrew Bock",22,8.5,1.4,0.6,0.7,0.1,0,0.6,0.25,0.917,0.267,"2012-2013","Pacific Tigers","Stockton, CA","West Coast"
"2992","Spencer Llewellyn",8,3.8,0.6,0,0,0,0,0.4,0.286,0,0.25,"2012-2013","Pacific Tigers","Stockton, CA","West Coast"
"2993","Jordan Turner",13,4.6,0.4,1.4,0.2,0.2,0,0.2,0.222,0,0.167,"2012-2013","Pacific Tigers","Stockton, CA","West Coast"
"2994","Reed Kamler",1,3,0,2,0,0,0,0,0,0,0,"2012-2013","Pacific Tigers","Stockton, CA","West Coast"
"2997","Lorenzo McCloud",28,28.4,11.2,2.8,3.5,1.1,0.1,2.8,0.386,0.758,0.229,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"2998","Ross Rivera",30,22.3,11,3.7,0.4,0.5,0.1,1,0.492,0.847,0.419,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"2999","Travis Fulton",30,28.9,9.5,6.1,1.9,0.7,0.2,1.3,0.393,0.765,0.351,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3000","Markus Duran",30,26.8,7,1.7,1.1,0.4,0,1.1,0.382,0.75,0.357,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3001","Khalil Kelley",30,21.1,6.8,4.8,0.2,0.3,0.5,1.6,0.497,0.366,0,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3002","Trevin Harris",30,17.9,4.9,2.5,1.2,0.3,0.2,0.6,0.383,0.5,0.391,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3003","Colin Beatty",30,20.1,4.9,3.1,1.3,0.6,0.2,0.9,0.408,0.375,0.25,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3004","Andrew Bock",29,14.1,3.4,1,1.6,0.2,0,1.2,0.333,0.745,0.194,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3005","Rodrigo De Souza",13,12.3,3.3,1.4,1.5,1.1,0,0.9,0.333,0.636,0.273,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3006","Markcus Falley",13,8.2,2.2,1.2,0.5,0.3,0.1,0.5,0.225,0.5,0.2,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3007","Rundell Mauge",20,8.3,2,1.8,0.4,0.5,0.7,0.5,0.474,0.6,0,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3008","Spencer Llewellyn",16,6.8,1.9,0.4,0.1,0.1,0.1,0.2,0.478,0,0.444,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3009","Marvin Cotton",13,4.6,0.5,0.7,0.6,0.3,0,0.3,0.231,0,0,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3010","Adam Eakles",10,6.8,0.4,0.7,0.2,0.4,0,0.3,0.222,0,0,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3011","Jordan Turner",14,4.9,0.4,0.9,0.3,0.1,0,0.4,0.182,0,1,"2011-2012","Pacific Tigers","Stockton, CA","West Coast"
"3014","Sam Willard",31,33.2,14.8,10.6,1.6,0.6,0.7,2.2,0.481,0.784,0.348,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3015","Allen Huddleston",31,27.1,11.1,2.2,1.4,1.1,0,1.5,0.418,0.67,0.396,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3016","Demetrece Young",31,36,10.6,2.2,3.8,0.8,0,1.8,0.448,0.891,0.379,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3017","Nyika Williams",31,18,8.1,4.4,0.2,0.4,0.7,1.4,0.583,0.553,0,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3018","Terrell Smith",31,30.2,7.5,4.5,3.6,0.5,0.1,2.3,0.395,0.766,0.318,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3019","Pat Eveland",30,23.8,6.4,4.1,1.3,0.4,0.2,0.7,0.346,0.673,0.252,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3020","Jose Rivera",31,23,5.5,1.4,1.7,0.3,0,0.9,0.393,0.765,0.398,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3021","Khalil Kelley",24,5.3,1.4,1,0.1,0.1,0.2,0.3,0.455,0.467,0,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3022","Chuck Coley",26,6.3,0.8,1.1,0.5,0.2,0.2,0.5,0.286,0.5,0.3,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3023","Jordan Turner",16,2.8,0.3,0.3,0.3,0.1,0.1,0,1,0.5,0,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3024","Stephon Lamar",3,3,0,1,0.3,0.3,0,0,0,0,0,"2010-2011","Pacific Tigers","Stockton, CA","West Coast"
"3027","Sam Willard",35,30.8,11.7,8.4,1.5,1.1,0.6,1.5,0.485,0.786,0.35,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3028","Demetrece Young",35,29.7,9.6,1.9,2.7,0.5,0,1.3,0.371,0.753,0.382,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3029","Terrell Smith",35,29,8.7,3.7,1.6,0.6,0.1,1.9,0.399,0.593,0.357,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3030","Michael Nunnally",35,21.6,7.6,4.3,0.5,0.2,0.2,1.4,0.538,0.51,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3031","Pat Eveland",35,19.9,7.4,3,0.7,0.4,0.2,0.5,0.394,0.727,0.34,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3032","Joe Ford",35,26.9,6.9,5.5,2.6,1.1,0.9,1.3,0.651,0.553,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3033","Allen Huddleston",35,14.7,5.5,1.7,0.6,0.5,0.1,0.8,0.347,0.657,0.284,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3034","Lavar Neufville",34,17.2,4,1.4,1.9,0.7,0.1,1.4,0.362,0.707,0.263,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3035","Royal Edwards",9,6.7,3.8,1.1,0.1,0,0,0.4,0.4,0,0.4,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3036","Nyika Williams",35,7.1,2.6,1.7,0.1,0.4,0.3,0.4,0.563,0.645,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3037","Stephon Lamar",14,5.7,1.9,0.9,0.5,0.1,0,0.7,0.36,0.667,0.333,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3038","Everson Lacerda",7,2,0.4,0.6,0,0.1,0,0.1,0.111,0.5,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3039","Nick Peterson",3,2,0,0,0,0.3,0,0,0,0,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3040","Reed Kamler",3,2,0,0,0,0,0,0.3,0,0,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3041","Andrew Ritchart",1,0,0,1,0,0,0,0,0,0,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3042","Jordan Turner",4,2,0,1,0.3,0.3,0.3,0,0,0,0,"2009-2010","Pacific Tigers","Stockton, CA","West Coast"
"3045","Bryan LeDuc",34,23.7,11.4,4.5,0.2,0.9,0.4,1,0.535,0.795,0.398,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3046","Chad Troyer",33,27.1,10.7,1.7,1.5,0.5,0,1.2,0.391,0.87,0.357,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3047","Michael Kirby",26,27.2,9.7,1.8,2.2,0.7,0.1,2,0.459,0.837,0.495,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3048","Anthony Brown",34,23.1,7.9,4.8,0.8,0.4,0.3,1.8,0.527,0.581,0,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3049","Sam Willard",34,27.3,7.4,6.7,1.4,0.7,0.5,1.3,0.518,0.582,0.333,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3050","Terrell Smith",34,23,6.1,3.1,2.1,0.5,0.1,1.5,0.444,0.769,0.382,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3051","James Doran",34,15.4,5.9,1.4,1,0.4,0,0.4,0.448,0.619,0.39,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3052","Joe Ford",34,19.8,4.3,4,2.6,1.3,0.3,1.7,0.527,0.563,0,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3053","Lavar Neufville",34,16.1,3.7,1.8,2.1,0.9,0.2,1.3,0.39,0.5,0.294,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3054","Casey Neimeyer",31,7.9,1.8,0.9,0.2,0.1,0,0.2,0.328,0.643,0.241,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3055","Taylor Shipley",5,1.2,0.6,0.4,0.6,0,0,0.2,0.333,0,0.5,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3056","Brandon Hawkins",8,1.9,0.3,0.1,0.3,0.3,0,0,0.333,0,0,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3057","Royal Edwards",3,5,0,1,0.7,0,0,0,0,0,0,"2008-2009","Pacific Tigers","Stockton, CA","West Coast"
"3060","Steffan Johnson",31,31.3,14.5,2.9,4.9,1.5,0.3,3.5,0.462,0.746,0.41,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3061","Chad Troyer",31,31.1,12.8,2.8,1.6,0.6,0,1.6,0.451,0.743,0.443,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3062","Anthony Brown",31,26.6,10.7,7.2,0.8,0.6,0.3,2,0.554,0.69,1,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3063","Michael Nunnally",31,22.7,7.4,4.5,0.6,0.5,0.5,1.3,0.557,0.494,0,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3064","Bryan LeDuc",31,16.6,6.9,3.9,0.5,0.4,0.2,0.8,0.588,0.75,0.281,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3065","Michael Kirby",31,18.6,4.7,1.4,1.9,0.5,0.2,1.8,0.398,0.804,0.407,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3066","Casey Neimeyer",29,10.5,4.1,2,0.3,0.2,0,0.6,0.541,0.636,0.52,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3067","Joe Ford",31,14.6,3.6,3,1.5,1,0.4,1.3,0.657,0.525,0,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3068","C.J. Morgan",27,10.7,2.9,0.5,1.1,0.4,0,0.7,0.356,0.75,0.347,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3069","James Doran",23,7.4,2.4,0.9,0.5,0.2,0,0.3,0.353,1,0.4,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3070","DeAngelo Garrett",7,6.7,2.1,1.4,0,0.3,0,0.6,0.364,0.7,0,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3071","Terrell Smith",31,9.8,1.9,1.6,0.4,0.3,0.1,0.7,0.436,0.438,0.19,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3072","Sam Willard",24,5.6,1.3,1.3,0.3,0.1,0,0.5,0.611,0.75,0.5,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3073","Solomon Horsechief",3,8.7,0.7,0.3,0.3,0.3,0,0.7,0,1,0,"2007-2008","Pacific Tigers","Stockton, CA","West Coast"
"3076","Anthony Brown",31,33.3,14.3,7.2,1.6,0.8,0.7,2.2,0.534,0.701,0.333,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3077","Steffan Johnson",30,28.2,9.7,2.3,3.6,1.2,0.3,3.1,0.377,0.638,0.333,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3078","Michael White",29,22.7,9.5,4.3,1.3,0.6,0.3,1.9,0.524,0.617,0.381,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3079","Anthony Esparza",31,29.3,9.2,4.7,2.7,0.6,0.3,1.9,0.474,0.74,0.4,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3080","Solomon Horsechief",30,22.6,6.8,1.3,2.6,0.6,0.1,2,0.422,0.754,0.321,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3081","Reggie Vezia",31,20.8,6.6,2.6,0.7,0.5,0.1,1.1,0.474,0.75,0.442,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3082","C.J. Morgan",29,18.1,6.1,1.6,1.2,0.8,0,1,0.37,0.806,0.369,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3083","Wolfgang Raffety",29,12.7,4.1,2.3,0.5,0.2,0,0.6,0.467,0.741,0.4,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3084","Joe Ford",4,21.5,3.5,1.3,0.5,1,0.3,2,0.667,0.5,0,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3085","Casey Neimeyer",27,9.3,2.1,1.7,0.3,0.1,0,0.3,0.447,0.6,1,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3086","Ben Pemberton",29,10.2,1.9,1.5,0.5,0.1,0,0.6,0.321,0.65,0.222,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3087","DeAngelo Garrett",6,5,0.7,1,0,0.2,0.3,0.3,0.2,0.5,0,"2006-2007","Pacific Tigers","Stockton, CA","West Coast"
"3090","Christian Maraker",33,33.4,17.6,8.9,2.2,0.9,0.6,2.6,0.501,0.851,0.333,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3091","Johnny Gray",33,33,14.9,2.7,3.2,0.9,0.1,2.5,0.487,0.877,0.429,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3092","Mike Webb",33,31.3,10.7,2.9,2.4,1.1,0.2,1.5,0.459,0.825,0.43,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3093","Michael White",33,19.7,7.4,3.4,1.4,0.7,0.1,1.2,0.579,0.691,0,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3094","Anthony Esparza",33,27.2,7,4.4,2.4,0.8,0.2,1.2,0.503,0.877,0.387,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3095","Steffan Johnson",33,17.4,6.3,1.9,2.5,0.7,0.1,1.6,0.442,0.622,0.338,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3096","Anthony Brown",31,18.5,5.7,4.7,0.8,0.4,0.6,0.9,0.488,0.536,0,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3097","Miguel Flores",12,10.2,3,2,0.6,0,0,1,0.44,0.778,0,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3098","Wolfgang Raffety",27,8.3,2.1,1.4,0.1,0,0,0.4,0.5,0.615,0.273,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3099","Ben Pemberton",19,7.9,1.7,1.2,0.5,0.2,0.1,0.7,0.44,0.583,0.308,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3100","Reggie Vezia",14,6,1.7,0.6,0.6,0.1,0.1,0.9,0.529,0.75,0.429,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3101","Kevin Hurley",3,2,1,0.7,0,0,0,0,0.333,1,0,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3102","Joe Ford",28,7.9,1,1,0.7,0.3,0.1,0.3,0.32,0.522,0,"2005-2006","Pacific Tigers","Stockton, CA","West Coast"
"3105","Guillaume Yango",31,28.4,13.2,7.4,0.8,0.4,1,1.8,0.582,0.713,0,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3106","Christian Maraker",31,28.7,13.1,6.1,1.4,0.4,0.5,2,0.509,0.825,0.394,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3107","David Doubley",31,32.1,12.3,2.8,3.9,0.8,0.4,2.4,0.455,0.895,0.423,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3108","Jasko Korajkic",31,26.2,8,4.7,2.3,1.2,0.4,2,0.511,0.759,0.333,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3109","Tyler Newton",31,21.7,7.3,4.5,1.7,0.4,0.4,1.7,0.596,0.616,0.286,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3110","Marko Mihailovic",31,24.3,5.8,2.2,2,0.7,0,1.4,0.383,0.633,0.363,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3111","Mike Webb",31,15.1,5,1.3,1.1,0.1,0,0.7,0.406,0.632,0.368,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3112","Johnny Gray",30,12.5,3.9,1.1,1,0.5,0,0.8,0.511,1,0.476,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3113","Matt Kemper",28,8.5,3.8,2,0.5,0.3,0.4,0.4,0.514,0.692,0.424,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3114","Allan Purnell",18,4.8,0.8,0.8,0.3,0.1,0.1,0.3,0.3,0.75,0,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3115","Michael White",12,4.3,0.8,0.8,0.2,0.3,0.1,0.3,0.556,0,0,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3116","Drew Pearson",4,1.8,0.5,0,0,0,0,0.8,0.5,0,0,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3117","Miguel Flores",9,2.4,0.3,0.2,0.1,0,0,0.4,0.2,0.5,0,"2004-2005","Pacific Tigers","Stockton, CA","West Coast"
"3120","Miah Davis",32,34.5,14.7,3.7,3.1,1.3,0,2.1,0.464,0.839,0.381,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3121","Christian Maraker",33,27.7,12.6,5.9,0.9,0.6,0.7,2,0.483,0.762,0.342,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3122","Guillaume Yango",32,25.7,10.8,5.8,0.8,0.5,1.1,1.7,0.58,0.667,0,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3123","David Doubley",32,30.3,8,2.7,3.3,0.8,0.2,2.3,0.363,0.902,0.343,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3124","Tyler Newton",33,19.7,7.3,3.5,1.2,0.5,0.7,1.7,0.605,0.652,0.25,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3125","Tom Cockle",33,22.5,6.6,2.5,2.3,0.6,0.1,1.2,0.424,0.611,0.39,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3126","Jasko Korajkic",29,17.5,4.8,3,1.3,0.8,0.1,1.4,0.449,0.692,0.349,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3127","Myree Bowden",19,13.4,3.4,1.3,1.2,0.4,0.2,0.8,0.466,0.438,0.375,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3128","Matt Kemper",18,9.3,1.9,1.8,0.6,0.4,0.3,0.9,0.281,0.714,0.182,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3129","Michael White",15,5.1,1.5,1.1,0.2,0.2,0.1,0.4,0.583,0.75,0,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3130","Allan Purnell",22,5.8,1.1,0.7,0.1,0,0,0.2,0.31,0.286,0.364,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3131","Richard Rose",20,10.2,1.1,0.7,0.8,0.3,0,0.5,0.3,0.6,0.316,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3132","Marko Mihailovic",14,6.6,1,0.7,0.6,0.3,0.1,0.9,0.208,0.4,0.2,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3133","Miguel Flores",9,2.2,0.6,0.8,0,0.1,0,0.4,1,0.25,0,"2003-2004","Pacific Tigers","Stockton, CA","West Coast"
"3136","Demetrius Jackson",27,29.4,13.6,1.7,3,1.2,0.1,3.1,0.394,0.82,0.333,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3137","Christian Maraker",24,27.5,11.3,6.1,0.8,0.6,0.2,1.5,0.457,0.743,0.328,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3138","Miah Davis",28,33.7,10.1,3.4,2.5,0.9,0.1,2.2,0.373,0.903,0.336,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3139","Matt Kemper",28,25,7.5,5.9,1.1,0.7,0.8,1.3,0.351,0.733,0.354,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3140","Myree Bowden",28,20.9,7.2,3.1,0.8,0.6,0.4,1.6,0.42,0.579,0.239,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3141","Tom Cockle",28,21.8,6,2.8,1.4,0.8,0,1.2,0.432,0.571,0.344,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3142","Jasko Korajkic",25,23.2,6,4.6,1.5,0.8,0.2,1.3,0.431,0.794,0.268,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3143","Tim Johnson",28,22,5.7,3.9,0.8,0.3,1.1,1.3,0.56,0.469,0,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3144","Richard Rose",12,5.1,1.5,0.8,0.2,0,0,0.1,0.286,0.875,0.3,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3145","Miguel Flores",13,7.8,1.2,1,0.4,0.2,0,0.6,0.333,0.364,0,"2002-2003","Pacific Tigers","Stockton, CA","West Coast"
"3148","Demetrius Jackson",30,28.8,13.1,3.7,3.5,1,0,3.6,0.409,0.848,0.359,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3149","Maurice McLemore",30,31.4,11.3,4.2,3.5,1.1,0.3,1.9,0.396,0.793,0.364,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3150","Mike Preston",30,24.7,9.5,5,0.8,0.5,0.2,1.5,0.592,0.783,0.333,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3151","Mike Hahn",30,26,9.4,4.8,1.3,0.5,0.2,1.1,0.669,0.657,0.5,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3152","Jono Metzger-Jones",30,20.9,6.1,2.1,1.6,0.8,0.1,0.6,0.339,0.857,0.327,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3153","David Bunts",30,18.7,5.9,1.2,0.9,0.3,0,1.1,0.433,0.875,0.437,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3154","Eli Nolan",29,14.7,5.4,3,1,0.5,0.1,1,0.424,0.712,0.385,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3155","Ross Mills",29,10.3,3.8,1.9,0.1,0.2,0.3,0.7,0.449,0.6,0.371,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3156","Christian Maraker",3,4.3,3,1.3,0,0,0,0,0.429,0.333,0.4,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3157","Eli Kiedrowski",30,10.8,2.1,1.8,0.4,0.1,0,0.5,0.478,0.667,0.32,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3158","Tim Johnson",25,7.6,2,2,0.4,0,0.2,0.6,0.447,0.409,0,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3159","Jasko Korajkic",22,6.6,1.9,1.4,0.3,0.3,0,0.5,0.362,0.222,0.25,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3160","Bradley Bland",4,2.5,1.8,0,0.5,0,0,0,0.667,0.5,1,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3161","Nathan Davis",15,5,0.5,0.4,0.5,0.3,0,0.2,0.429,0,0.333,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3162","Matt Stricker",3,2.3,0.3,0.7,0,0,0,0.3,0,0.5,0,"2001-2002","Pacific Tigers","Stockton, CA","West Coast"
"3165","Anthony Ireland",34,37.5,20.2,4.4,3.6,1.7,0,3.3,0.413,0.823,0.376,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3166","Ashley Hamilton",34,32.3,12.9,7.1,1.4,1,0.4,3.1,0.387,0.733,0.341,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3167","Ayodeji Egbeyemi",25,33.6,10.6,6,1.6,1.2,0.6,1.3,0.416,0.617,0.343,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3168","C.J. Blackwell",7,15.4,6.6,2.3,1,0.4,0,1,0.391,0.167,0.409,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3169","Alex Osborne",34,22.6,5.3,4.7,0.4,1.3,0.5,1.1,0.507,0.5,0,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3170","Godwin Okonji",32,21.2,4.9,3.8,0.3,0.5,0.6,0.9,0.571,0.672,0,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3171","Chase Flint",23,28.5,4.6,3.8,3.2,1.1,0,1.2,0.348,0.7,0.261,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3172","Taylor Walker",21,16.8,3.9,1.4,0.7,0.3,0,1.6,0.358,0.684,0.314,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3173","Nick Stover",30,13.4,3.7,1.3,0.5,0.4,0.1,0.4,0.321,0.667,0.314,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3174","Bruce English",24,17.5,3.5,1.2,0.8,0.3,0,1.2,0.275,0.517,0.2,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3175","Marin Mornar",22,8.8,1.7,2.3,0.1,0.3,0.5,0.5,0.349,0.667,0.455,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3176","Taj Adams",1,10,1,1,0,0,0,2,0,0.25,0,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3177","Adam Drexler",13,6.1,0.7,1.5,0.1,0.2,0.1,0.3,0.25,0.75,0,"2012-2013","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3180","Anthony Ireland",34,36.5,16.1,3.9,4.9,1.7,0,3.1,0.44,0.771,0.338,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3181","Drew Viney",24,31.4,15.2,5.5,1.6,1.2,0.9,2.2,0.457,0.813,0.457,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3182","Ashley Hamilton",22,27.5,11,5.6,0.6,0.7,0.3,2.7,0.443,0.701,0.375,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3183","Jarred DuBois",29,28.1,10.1,2.6,2.1,1,0,2.4,0.395,0.875,0.361,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3184","LaRon Armstead",32,21.6,8,2.8,1,0.7,0.2,0.9,0.391,0.87,0.333,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3185","C.J. Blackwell",33,15.1,6.2,3,0.5,0.4,0.2,0.8,0.391,0.735,0.354,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
"3186","Ayodeji Egbeyemi",30,19.2,4,3,0.8,0.5,0.1,0.9,0.331,0.478,0.257,"2011-2012","Loyola Marymount Lions","Los Angeles, CA","West Coast"
